,artist_name,popularity,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
152,Travis Scott,82,20MuVazoNMv6xjKPnRFOxG,WAKE UP,0.192,0.741,231964,0.645,0.0,11,0.163,-5.116,0,0.0963,149.07,4,0.488
153,Dua Lipa,89,7jr3iPu4O4bTCVwLMbdU2i,Kiss and Make Up,0.0658,0.678,189173,0.729,0.0,8,0.303,-4.188,1,0.137,99.895,4,0.643
154,Future,76,3fFBZvG777xoKyvcrBq7lc,Red Bentley (feat. Young Thug),0.0301,0.903,207867,0.609,1.61e-05,10,0.179,-7.555,0,0.237,149.991,4,0.268
155,Calvin Harris,92,7ef4DlsgrMEH11cDZd32M6,One Kiss (with Dua Lipa),0.037,0.791,214847,0.862,2.19e-05,9,0.0814,-3.24,0,0.11,123.994,4,0.592
156,Childish Gambino,83,0b9oOr2ZgvyQu88wzixux9,This Is America,0.117,0.854,225773,0.463,0.0,5,0.354,-6.159,1,0.137,120.024,4,0.549
157,Future,75,1hHe7cirScEJWgAS0JFqTL,7 Am Freestyle,0.0185,0.951,192907,0.401,0.0,0,0.149,-8.92,0,0.411,129.976,4,0.539
158,Travis Scott,81,6OaVWaGfhXn70ZJfdVcabn,NO BYSTANDERS,0.0204,0.731,218284,0.811,0.0,1,0.411,-3.225,1,0.0712,147.045,4,0.426
159,6LACK,82,4at3d5QWnlibMVN75ECDrp,Pretty Little Fears (feat. J. Cole),0.711,0.611,240342,0.466,0.000264,9,0.0847,-11.361,1,0.372,192.08,4,0.223
160,KYLE,83,4F1yvJfQ7gJkrcgFJQDjOr,Playinwitme (feat. Kehlani),0.339,0.689,191680,0.584,0.0,1,0.297,-5.768,0,0.119,156.572,4,0.676
161,Dynoro,96,0E9ZjEAyAwOXZ7wJC0PD33,In My Mind,0.176,0.694,184560,0.77,1.1e-05,6,0.118,-5.335,1,0.149,125.905,4,0.163
162,Dan + Shay,79,7q7jyVU0f0hnod8tsaUmxg,Speechless,0.328,0.631,212745,0.44,0.0,1,0.239,-5.948,1,0.028,136.033,4,0.418
163,Jason Derulo,90,5Xn4IyTtW6FUGIUyWjbUHG,Goodbye (feat. Nicki Minaj & Willy William),0.0776,0.643,195419,0.904,0.0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
164,Post Malone,83,3fpVWegR6YOS1Yk5HSMYIq,Paranoid,0.0379,0.61,221787,0.554,3.84e-05,0,0.166,-5.501,1,0.137,159.85,4,0.244
165,Future,75,0nWMTq3fBceV1uZlhFn6of,Oxy (feat. Lil Wayne),0.00779,0.811,180080,0.526,0.0642,8,0.13,-7.003,1,0.161,149.954,4,0.248
166,Billie Eilish,84,6vsV4D8BM6PioRr1UOx0n2,you should see me in a crown,0.479,0.697,180567,0.552,0.127,1,0.147,-10.271,0,0.196,75.235,4,0.278
167,Future,75,3xBHLZwRfi0fjO9euaj5zf,WRLD On Drugs,0.0172,0.819,217000,0.719,1.11e-05,1,0.107,-8.084,1,0.168,149.97,4,0.575
168,Post Malone,82,2VdT56BGpdqNHUgOe1j5vc,Rich & Sad,0.186,0.601,206453,0.59,0.0,2,0.0942,-5.001,1,0.0569,151.952,4,0.274
169,Quavo,82,1rlIrbWboTRGeKfHhgbJRZ,FLIP THE SWITCH (feat. Drake),0.129,0.853,156195,0.637,0.0,3,0.267,-5.924,0,0.331,86.048,4,0.496
170,Jonas Blue,93,3u1S1OmAUhx5DRlLrXqyp3,Rise,0.323,0.69,194408,0.784,0.0,1,0.203,-4.653,1,0.032,106.066,4,0.669
171,Wiz Khalifa,81,1RagpNpkD3KcjXMLGMe99V,Fr Fr (feat. Lil Skies),0.12,0.916,195591,0.493,2.63e-06,1,0.211,-7.371,0,0.162,140.057,4,0.327
172,Lauren Daigle,83,3ngc7rGlfeFaskU90EWl4R,You Say,0.669,0.494,274693,0.637,0.0,5,0.0882,-6.381,1,0.0333,147.924,4,0.1
173,Selena Gomez,87,4hQ6UGyWQIGJmHSo0J88JW,Back To You - From 13 Reasons Why – Season 2 Soundtrack,0.0945,0.601,207905,0.724,1.68e-06,6,0.12,-4.856,1,0.0486,102.061,4,0.508
174,Quavo,81,69PkhA9q3xCWU2CzoZnLAu,LOSE IT (feat. Lil Baby),0.0161,0.962,237655,0.573,0.0,7,0.109,-5.924,1,0.308,125.035,4,0.728
175,Lil Wayne,79,2DnH4XlEkghUdE8ymdVom5,Open Letter,0.0283,0.769,269287,0.55,0.0,9,0.139,-6.299,0,0.359,97.01,4,0.36
176,6ix9ine,83,6kp0inxIexxSiDJfWqq0ZL,TATI,0.00214,0.779,154565,0.767,0.0,11,0.102,-5.462,0,0.258,91.981,4,0.523
177,Future,75,5ExHDzOoOhC4xZGPh9zyQZ,Shorty,0.245,0.795,121000,0.386,0.0,10,0.0973,-10.638,1,0.18,131.971,4,0.619
178,2 Chainz,81,5S1IUPueD0xE0vj4zU3nSf,Bigger Than You (feat. Drake & Quavo),0.247,0.888,225893,0.515,0.0,1,0.446,-6.246,1,0.271,141.009,4,0.264
179,Lil Yachty,78,5R2rsbwCDXORX2tLfprRmM,Yacht Club (feat. Juice WRLD),0.311,0.719,166343,0.529,0.0,7,0.162,-7.409,1,0.425,159.976,4,0.466
180,lovelytheband,81,6XcfKZvJio9Z0fQy11GnNX,broken,0.00175,0.666,204878,0.728,4.26e-06,7,0.0429,-5.808,1,0.0419,122.996,4,0.51
181,Future,74,3thLnNvO9IctWoccbsZyJV,Different (feat. Yung Bans),0.098,0.456,151013,0.516,0.0,8,0.115,-10.512,1,0.459,77.058,4,0.684
182,Ariana Grande,83,70khXICDeTTxgYtw3EysKH,sweetener,0.248,0.721,208493,0.459,0.0,4,0.212,-6.408,1,0.032,119.914,4,0.46
183,Dan + Shay,79,7Il2yWQmsqKgSkLQvHTPUI,Tequila,0.0292,0.474,195987,0.594,0.0,11,0.133,-5.756,1,0.0289,86.131,4,0.503
184,YoungBoy Never Broke Again,78,3sA7HKGzcKTVscdiTCrWpX,Outside Today,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0,0.0694,134.068,4,0.0585
185,Future,74,0JR7iZZ6Ql79sXW3rbiS3F,Ain't Livin Right (feat. Gunna),0.0492,0.755,230533,0.503,0.0,0,0.226,-8.06,1,0.206,142.011,4,0.524
186,Migos,82,4wFjTWCunQFKtukqrNijEt,MotorSport,0.0338,0.896,303077,0.515,0.0,2,0.317,-5.395,1,0.183,138.016,4,0.174
187,Twenty One Pilots,83,23OXdR7YuUBVWh5hSnYJau,Chlorine,0.0735,0.609,324467,0.674,0.06,10,0.345,-7.388,0,0.0548,90.009,4,0.315
188,Cardi B,81,5DfWF0jqMgZDCiu9zJENTA,Ring (feat. Kehlani),0.049,0.767,177140,0.543,0.0,1,0.115,-7.881,0,0.103,106.029,4,0.485
189,Ozuna,92,1s2B5cndbqK8rPJEIcKJRQ,Vaina Loca,0.315,0.754,176133,0.805,0.0,6,0.203,-4.249,1,0.0752,93.983,4,0.555
190,Future,74,7L95O7D34EWhwtDCQkwGMR,No Issue,0.114,0.818,184960,0.443,0.0,5,0.412,-11.444,0,0.404,74.491,4,0.722
191,Clean Bandit,93,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),0.0441,0.737,222653,0.636,6.66e-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565
192,Lil Baby,79,6PoKfDY78ih5OveWirggRX,Off White VLONE (Lil Baby & Gunna feat. Lil Durk & NAV),0.0912,0.855,187465,0.516,0.0,10,0.114,-8.116,0,0.44,140.955,4,0.153
193,Lil Mosey,81,6JQvHMSaR8flFsN53ypOfP,Noticed,0.456,0.702,165000,0.571,0.0,11,0.116,-7.54,1,0.0536,80.012,4,0.532
194,Kendrick Lamar,84,3GCdLUSnKSMJhs4Tj6CV3s,All The Stars (with SZA),0.0605,0.698,232187,0.633,0.000194,8,0.0926,-4.946,1,0.0597,96.924,4,0.552
195,Twenty One Pilots,83,01vv2AjxgP4uUyb8waYO5Y,Morph,0.0747,0.734,258853,0.607,0.000577,8,0.0968,-7.249,0,0.0806,90.023,4,0.518
196,Juice WRLD,80,3obgSF06ki98lYNLNq5vCB,Wasted (feat. Lil Uzi Vert),0.0381,0.742,258475,0.579,0.0,0,0.0952,-5.024,1,0.202,144.994,4,0.502
197,Childish Gambino,82,7p4vHnYXkxlzvfePJVpcTr,Feels Like Summer,0.162,0.554,297404,0.596,0.00482,7,0.0805,-8.214,1,0.13,165.728,4,0.255
198,Lil Wayne,79,3BUWNzPWz2mDbptZmGEXpB,Let It All Work Out,0.0216,0.552,316192,0.562,0.0,11,0.302,-6.862,1,0.164,135.014,4,0.439
199,Shawn Mendes,85,575NJxNUVDqwJGdzBrlLbv,Lost In Japan - Remix,0.0882,0.694,201253,0.852,0.0,7,0.334,-5.34,0,0.257,107.178,4,0.377
200,Travis Scott,81,7KZ5MMVgBVox9ycroB2UrI,CAROUSEL,0.229,0.428,180183,0.403,0.0,5,0.22,-5.914,0,0.209,95.387,5,0.133
201,G-Eazy,80,794QVQtFNy7hvtjQP1keQd,1942,0.0152,0.817,213080,0.646,0.0,4,0.125,-5.12,0,0.249,162.898,4,0.835
202,Gunna,78,72LlwJM24dWKpFLVB3PWWQ,Sold Out Dates (feat. Lil Baby),0.433,0.824,166298,0.554,0.0,4,0.124,-7.118,0,0.115,127.003,4,0.316
203,Russ,80,4ve2uzqdwnHr20G5YgMMqr,Missin You Crazy,0.0991,0.716,226693,0.729,0.0,5,0.0842,-6.313,1,0.117,131.975,4,0.276
204,Travis Scott,80,4SZepBIPDRwPaHIjAKwRDb,R.I.P. SCREW,0.389,0.607,185610,0.609,1.6e-05,0,0.111,-5.978,0,0.291,74.946,4,0.556
205,YBN Nahmir,79,2iWEpiPiIPf5D4f2UGBlrZ,Bounce Out With That,0.033,0.865,97344,0.624,0.0,8,0.0984,-8.224,1,0.103,94.94,4,0.396
206,The Weeknd,85,4MPTj8lMMvxLwT3EwuXFop,Call Out My Name,0.211,0.449,228373,0.599,0.0,1,0.327,-4.892,1,0.0369,134.144,3,0.165
207,Mac Miller,81,39NDBdU5Xkm5pCFGa5kZtI,Ladders,0.236,0.802,287040,0.463,0.00531,8,0.105,-8.379,1,0.162,103.961,4,0.291
208,Machine Gun Kelly,82,63TyoT9Ee03rQxv8xmdJ2l,RAP DEVIL,0.217,0.895,286117,0.839,3e-06,0,0.239,-4.512,1,0.227,149.951,4,0.756
209,Young Thug,80,7iMDaY1LnASwCk2uUpMtii,High (feat. Elton John),0.223,0.759,195160,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
210,The Carters,77,0E6PsO3ymCfUh7pJQjBgkj,APESHIT,0.0133,0.705,264853,0.784,0.0,2,0.168,-6.477,1,0.271,160.035,4,0.377
211,Little Mix,88,6rrTr2HEAzlpC4KWZxF3S1,Woman Like Me (feat. Nicki Minaj),0.173,0.757,228207,0.849,0.0,5,0.0878,-3.424,0,0.0536,150.036,4,0.826
212,Travis Scott,81,1xYpVRspgaLxdJLOTQkTjg,STOP TRYING TO BE GOD,0.221,0.588,338438,0.567,0.0,4,0.135,-3.738,0,0.0628,150.009,4,0.113
213,Shawn Mendes,86,2QZ7WLBE8h2y1Y5Fb8RYbH,In My Blood,0.0573,0.622,211360,0.712,0.0,5,0.13,-7.321,1,0.066,140.025,4,0.487
214,Future,72,4hEbkVAl2qRs8vZy03tsDi,Afterlife,0.0895,0.577,214253,0.488,1.1e-05,11,0.103,-8.252,1,0.418,108.238,5,0.115
215,Lil Wayne,78,0ubdf6zWT1It2saK41SkO0,Problems,0.0169,0.807,208504,0.571,0.0,2,0.252,-6.937,1,0.312,139.996,4,0.0993
216,Jay Rock,80,51rXHuKN8Loc4sUlKPODgH,"King's Dead (with Kendrick Lamar, Future & James Blake)",0.000874,0.563,229670,0.717,0.0,1,0.183,-5.186,1,0.337,82.064,4,0.427
217,BTS,84,2AIWoHr9DF6y4KALCBKWQS,IDOL,0.00481,0.734,222732,0.855,0.0,9,0.123,-3.211,1,0.118,126.035,4,0.422
218,Post Malone,81,5VuxWXbt7XENQCtE9TzpTv,Spoil My Night (feat. Swae Lee),0.337,0.669,194560,0.675,1.5e-05,1,0.109,-2.869,1,0.0337,160.911,4,0.262
219,Billie Eilish,82,5t3Vk8bRKylx4fjj7qlbib,bitches broken hearts,0.919,0.777,176472,0.422,0.00877,0,0.0958,-10.114,1,0.0482,120.041,4,0.187
220,Juice WRLD,79,6QNFQJKlZUKr0xlGZ74CZJ,Rich And Blind,0.0102,0.638,228720,0.624,0.0,10,0.0944,-5.37,1,0.0798,159.937,4,0.445
221,Eminem,83,0evt4UZbdhnHtcAnxkm6A1,Normal,0.261,0.907,222477,0.64,0.0,6,0.0785,-6.542,1,0.354,120.995,4,0.803
222,Mitchell Tenpenny,78,3N2AIfVOq6NiTcWHIP4Oco,Drunk Me,0.201,0.386,213024,0.799,0.0,2,0.103,-3.789,1,0.0555,86.333,4,0.391
223,6ix9ine,83,5KhFaq45chTw8RGfWo8T8J,BILLY,0.175,0.764,112667,0.711,0.0,4,0.105,-3.818,0,0.288,90.076,4,0.774
224,Lil Wayne,78,7EgI0dCaQuHFe3OTj5EpWI,Open Safe,0.00705,0.929,223939,0.598,0.0,1,0.0549,-5.373,1,0.156,96.012,4,0.501
225,Ski Mask The Slump God,80,2gQYziDV5cSTRSqr6akzi5,Take A Step Back,0.109,0.802,210387,0.59,0.0,6,0.429,-8.81,1,0.273,117.007,4,0.747
226,Lukas Graham,87,2JqnpexlO9dmvjUMCaLCLJ,Love Someone,0.161,0.55,205463,0.415,0.0,9,0.108,-6.557,0,0.052,172.065,4,0.274
227,Anuel Aa,92,3rPAD722s5FFNnwjC91t7Z,Quiere Beber,0.372,0.773,187125,0.57,0.00524,8,0.108,-3.482,1,0.113,95.038,4,0.772
228,Gryffin,82,4QVS8YCpK71R4FsxSMCjhP,Tie Me Down (with Elley Duhé),0.135,0.548,218296,0.839,0.0,6,0.102,-2.371,1,0.0644,98.932,4,0.314
229,Lil Wayne,78,5s6pKnF3ZPtuqvEx1i1V7U,Hittas,0.276,0.788,223617,0.765,0.0,2,0.216,-3.93,1,0.439,144.046,4,0.667
230,Luke Combs,78,698eQRku24PIYPQPHItKlA,She Got the Best of Me,0.0292,0.533,183160,0.907,0.0,11,0.386,-3.793,1,0.0406,150.99,4,0.7
231,Juice WRLD,79,5EuKpn4RsDC1UFVUT0G269,Candles,0.373,0.715,183703,0.574,0.0,7,0.174,-6.236,1,0.0817,157.0,4,0.337
232,Lil Wayne,78,1Dk3CfJEtqvj7Xg2AWwfEn,Took His Time,0.144,0.752,262400,0.703,0.0,5,0.325,-3.417,0,0.213,149.988,4,0.641
233,Post Malone,80,1D2L6MefbXon28PzIk9I3r,92 Explorer,0.269,0.802,211427,0.743,1.36e-06,7,0.121,-4.82,0,0.0474,146.03,4,0.877
234,Travis Scott,79,11kDth1aKUEUMq9r1pqyds,5% TINT,0.173,0.712,196138,0.481,0.0,4,0.241,-5.415,0,0.0487,140.0,4,0.062
235,Kane Brown,78,6GBndDk0OEpDkmKoSBJyyK,Lose It,0.00261,0.549,178733,0.869,1.77e-06,4,0.29,-4.905,0,0.0289,91.988,4,0.433
236,Mac Miller,79,5p7GiBZNL1afJJDUrOA6C8,Hurt Feelings,0.343,0.69,245640,0.462,0.00218,8,0.113,-8.054,1,0.13,157.655,4,0.325
237,Ariana Grande,82,0WdR2AyLW1Drd3OUdwezM0,everytime,0.186,0.71,172107,0.614,0.0,10,0.0974,-6.757,0,0.0431,148.152,4,0.658
238,Famous Dex,79,0n22yqkitWec0PV6tibWEO,"Nervous (feat. Lil Baby, Jay Critch & Rich the Kid)",0.235,0.68,230408,0.732,0.000174,10,0.0705,-7.108,0,0.27,75.422,4,0.864
239,Lil Baby,78,7roKDmJDOzkpfGpUQJ5EnL,Business Is Business (Lil Baby & Gunna),0.287,0.823,162268,0.638,0.0,7,0.105,-6.131,0,0.0852,141.943,4,0.371
240,Comethazine,78,21kOVEG3bDCVphKhXL8XmQ,Walk,0.221,0.831,96064,0.795,0.0,1,0.291,-6.186,1,0.264,160.063,4,0.744
241,Cardi B,78,0dIoGTQXDh1wVnhIiSyYEa,Bartier Cardi (feat. 21 Savage),0.00111,0.908,224285,0.524,0.000678,1,0.383,-7.955,1,0.181,138.015,4,0.109
242,Eminem,83,60Z57Wdrn0pEVpHI7d7GAX,Stepping Stone,0.0305,0.616,309638,0.684,0.0,7,0.376,-6.032,1,0.311,179.503,4,0.312
243,Lil Wayne,77,6y4pOReFqH2wzo4CV91cZC,Mess,0.479,0.641,212428,0.579,9.58e-05,9,0.214,-8.278,1,0.0895,145.994,4,0.421
244,Post Malone,80,09IOPhEh1OMe0HD9b36FJk,Over Now,0.131,0.559,246987,0.761,1.6e-06,4,0.143,-4.041,0,0.0877,163.898,4,0.24
245,Camila Cabello,83,1ArLnG0bHaHPXqf08sEKM0,Consequences - orchestra,0.645,0.547,181913,0.289,0.0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
246,Lil Yachty,75,1Wc1SQwiThvSu9dMc5opth,SaintLaurentYSL (feat. Lil Baby),0.566,0.892,168439,0.301,0.0,10,0.172,-11.21,1,0.74,127.964,4,0.305
247,Rich The Kid,79,2EgB4n6XyBsuNUbuarr4eG,New Freezer (feat. Kendrick Lamar),0.0405,0.884,191938,0.698,0.0,0,0.195,-9.101,1,0.364,140.068,4,0.575
248,Travis Scott,79,4MXhiYIRDMGAuvZc5IFTwC,ASTROTHUNDER,0.142,0.7,142969,0.46,4.81e-05,4,0.111,-8.111,0,0.0661,151.901,4,0.286
249,Bazzi,80,5TVirkSwFEXF1nLJEebe2I,Beautiful,0.214,0.666,178242,0.677,0.0,2,0.0979,-5.743,1,0.0326,100.014,4,0.178
250,Maroon 5,78,2j5hsQvApottzvTn4pFJWF,What Lovers Do (feat. SZA),0.0788,0.799,199849,0.597,5.66e-06,5,0.1,-5.131,0,0.0611,110.001,4,0.419
251,Maluma,90,62o8KoI44JfN7aYxgTnPvh,Mala Mía,0.31,0.749,183753,0.752,0.0,6,0.232,-4.883,1,0.345,180.049,4,0.901
252,Lil Wayne,77,68lOQPb5tX8U2cQRuas0L2,Used 2,0.337,0.678,240199,0.666,0.0,5,0.115,-6.949,1,0.487,87.634,4,0.523
253,Mac Miller,79,01z2fBGB8Hl3Jd3zXe4IXR,Come Back to Earth,0.89,0.272,161840,0.238,0.00925,2,0.275,-12.148,0,0.0349,83.507,4,0.119
254,88rising,81,6TodWdTSDfzwgYynTZSvJn,Midsummer Madness,0.359,0.409,280842,0.678,4.76e-06,9,0.167,-7.731,1,0.0878,89.968,4,0.168
255,Travis Scott,79,4KYS9GK68yeuUJ8vJfPxrq,WHO? WHAT!,0.0462,0.834,176720,0.731,0.0,10,0.0731,-5.603,0,0.0566,140.001,4,0.681
256,Nicky Jam,87,6JjPBQfI2Y8nIjnm65X6Pw,X - Remix,0.0561,0.663,235747,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738
257,Ariana Grande,81,1xWH8zYtDeS9mW1JJG23VZ,R.E.M,0.375,0.831,245667,0.485,1.47e-05,10,0.118,-6.677,0,0.15,80.022,4,0.622
258,Nicki Minaj,80,6Poyf51k7W3NKnsGwAI90B,Barbie Dreams,0.313,0.855,279867,0.787,0.0,8,0.194,-4.134,0,0.334,88.003,4,0.702
259,Drake,79,1dUHF4RyMmMTveJ0Rby6Xm,Can’t Take A Joke,0.128,0.761,163974,0.598,0.0,10,0.0839,-7.249,0,0.182,173.897,4,0.447
260,Juice WRLD,78,2yN3r3qywFipxJlUdmOO8M,Scared Of Love,0.032,0.642,170539,0.562,0.0,11,0.168,-4.869,0,0.0812,158.001,4,0.177
261,King Princess,83,0CZ8lquoTX2Dkg7Ak2inwA,1950,0.648,0.6,225133,0.535,4.7e-06,4,0.162,-7.043,1,0.107,71.912,4,0.269
262,The Weeknd,82,77UjLW8j5UAGAGVGhR5oUK,Pray For Me (with Kendrick Lamar),0.0762,0.735,211440,0.677,2.17e-05,2,0.111,-4.979,1,0.093,100.584,4,0.188
263,Anderson .Paak,81,1gnwGVoG7V08vMX3hyr90x,Tints (feat. Kendrick Lamar),0.101,0.798,269107,0.867,0.0,1,0.0634,-5.971,0,0.12,109.04,4,0.668
264,Pardison Fontaine,79,0PpfPNtQOOvbMNVJijTQj0,Backin' It Up (feat. Cardi B),0.0886,0.796,190466,0.68,0.0,10,0.268,-4.853,0,0.353,164.932,4,0.565
265,Juice WRLD,77,6feFJnZ7UZwDzqrllDfRkS,Hurt Me,0.128,0.62,122285,0.451,0.0,6,0.373,-7.623,1,0.17,156.906,4,0.294
266,Martin Garrix,88,4ut5G4rgB1ClpMTMfjoIuy,High On Life (feat. Bonn),0.0129,0.414,230762,0.486,0.0,6,0.111,-6.431,0,0.0311,128.038,4,0.368
267,George Ezra,92,4ofwffwvvnbSkrMSCKQDaC,Shotgun,0.286,0.672,201287,0.735,0.0,5,0.242,-4.733,1,0.0457,115.741,4,0.754
268,Why Don't We,84,4zRZAmBQP8vhNPf9i9opXt,8 Letters,0.649,0.607,190027,0.478,0.0,1,0.0928,-5.702,0,0.031,88.979,4,0.255
269,Logic,80,4EAV2cKiqKP5UPZmY6dejk,Everyday,0.041,0.67,204747,0.752,0.0,1,0.0749,-4.146,1,0.0374,149.961,4,0.442
270,Camila Cabello,83,5vnpANH92iEajvGwE2oQ6r,Real Friends,0.235,0.701,223583,0.512,5.07e-06,0,0.135,-6.869,0,0.0969,91.947,4,0.663
271,Tyga,82,2qfR91VvO7hRp4IajDT08h,Dip,0.0152,0.877,127200,0.562,0.0,9,0.0933,-7.096,1,0.26,99.977,4,0.376
272,Juicy J,79,2iicKPnvOKfbJZJZtuQnjy,Neighbor (feat. Travis Scott),0.00908,0.921,162886,0.748,0.0,1,0.0798,-5.093,1,0.13,139.979,4,0.801
273,Lil Skies,78,5Cg98kiDYtCEHmjcKD0CJD,I Know You (feat. Yung Pinch),0.194,0.773,211200,0.602,0.000443,10,0.141,-6.384,1,0.108,74.896,4,0.442
274,Travis Scott,78,3DoBTwfr8yi2LN08SBpFkN,Watch (feat. Lil Uzi Vert & Kanye West),0.0372,0.706,217405,0.559,0.0,4,0.379,-5.216,0,0.0416,78.534,4,0.252
275,Twenty One Pilots,81,5SehvGGC53A7SZKCLXQcyt,Nico And The Niners,0.0699,0.728,225040,0.602,7.01e-06,9,0.318,-7.748,0,0.185,140.081,4,0.328
276,YoungBoy Never Broke Again,77,2CEXhYY4cGmjyTyZJw7Wo0,Murda (feat. Trippie Redd),0.28,0.691,183682,0.566,0.0,4,0.106,-5.213,0,0.227,147.982,4,0.291
277,Lil Pump,80,7q8cy4uoA2itYATsKeXhcq,Multi Millionaire (feat. Lil Uzi Vert),0.023,0.855,170959,0.82,0.0,1,0.168,-3.813,1,0.0983,146.01,4,0.721
278,YBN Cordae,77,3i01Zk9c0FQ5HA1WJjflXI,Kung Fu,0.0227,0.876,199680,0.608,1.16e-05,8,0.107,-6.019,1,0.109,124.983,4,0.258
279,Lil Mosey,78,1iPBD72u3nAyFEeardYuBV,Kamikaze,0.329,0.796,139200,0.565,0.0,8,0.102,-7.631,0,0.128,100.003,4,0.547
280,Childish Gambino,80,4j3GWI86JvSaF0BLdmgcfF,Summertime Magic,0.0129,0.76,213600,0.579,0.00351,0,0.106,-7.374,1,0.0569,100.01,4,0.125
281,OneRepublic,82,3T4UodGkfZObJ43RtA5KFU,Connection,0.000837,0.611,148460,0.602,0.0,5,0.112,-4.89,1,0.0437,168.154,4,0.624
282,Jason Aldean,76,2ZxTjs4EdJl4Y9YByIiNoo,You Make It Easy,0.143,0.375,196800,0.574,0.0,7,0.11,-5.305,1,0.0315,132.025,3,0.406
283,J. Cole,78,6tZ3b7ik1QDXFAZlXib0YZ,Kevin’s Heart,0.482,0.829,200310,0.527,0.0,6,0.631,-6.644,0,0.367,116.078,4,0.473
284,Eminem,82,4g32MdRoqwGKQd3NXIRhpU,Good Guy (feat. Jessie Reyez),0.244,0.696,142192,0.634,0.0,9,0.437,-6.918,0,0.281,89.973,4,0.728
285,Rae Sremmurd,81,0TCnOEVeLQMXOUrpPlM7uY,Guatemala - From Swaecation,0.185,0.849,256341,0.699,0.00118,4,0.0954,-5.193,0,0.0574,100.989,4,0.0778
286,Russ,79,798nzni0JSUWMVJJBCYYF1,The Flute Song,0.212,0.789,147600,0.524,0.0,1,0.221,-7.942,0,0.273,138.064,4,0.343
287,Queen Naija,76,4lFfMRH0YH4pW5gczTDbNC,Medicine,0.24,0.741,219136,0.37,0.0,8,0.118,-8.437,0,0.324,116.06,4,0.13
288,Post Malone,79,688QpQAwqsLdBR6lr13wK1,Same Bitches (feat. G-Eazy & YG),0.379,0.727,212467,0.774,2.47e-06,10,0.114,-5.246,0,0.0588,99.932,4,0.211
289,Kanye West,79,2r4JRwcbIeuAzWjH4YXlLs,Yikes,0.145,0.676,188773,0.777,0.0,1,0.228,-3.241,0,0.357,173.931,4,0.226
290,Twenty One Pilots,80,0sXvjZV7p4uvyPN4uQo3FH,Neon Gravestones,0.379,0.73,240267,0.427,0.000309,11,0.0893,-9.834,0,0.138,149.45,3,0.392
291,Charlie Puth,84,5cF0dROlMOK5uNZtivgu50,Attention,0.109,0.775,208787,0.613,2.33e-05,3,0.134,-4.586,0,0.0542,100.066,4,0.797
292,Dua Lipa,84,5fK0Q3j2iUcQtiRDXlPW0K,Want To,0.0788,0.572,211818,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318
293,Ski Mask The Slump God,78,4rgwri7LajWVZvdj2N81SS,Catch Me Outside,0.165,0.943,145760,0.677,0.0,7,0.327,-6.033,1,0.246,112.001,4,0.615
294,H.E.R.,78,6lzLjIOyWTyTJvk0jraYee,Could've Been (feat. Bryson Tiller),0.64,0.545,248467,0.33,7e-06,1,0.22,-11.719,0,0.164,103.553,4,0.399
295,Post Malone,79,5lZZmityu9TAjNvSY6GLhR,Zack And Codeine,0.143,0.742,204360,0.84,0.0,5,0.133,-5.198,0,0.0471,138.032,4,0.287
296,Logic,78,3e7Y6sfFlIdBMJhX7wpqVO,44 More,0.0635,0.829,188600,0.589,0.0,1,0.113,-7.055,1,0.202,139.971,4,0.233
297,Quavo,78,6Q36XucqrejMId3RydVhch,BIGGEST ALLEY OOP,0.166,0.86,180960,0.408,0.0,0,0.111,-5.389,1,0.189,75.481,4,0.0548
298,Camila Cabello,82,4eWQlBRaTjPPUlzacqEeoQ,Never Be the Same,0.181,0.637,226973,0.713,0.000637,0,0.137,-4.333,1,0.0747,129.923,4,0.243
299,Lil Wayne,76,4E3qImtJzRqLt8ZZyLceOE,Perfect Strangers,0.4,0.746,249751,0.644,0.0,7,0.095,-2.605,1,0.232,146.178,4,0.542
300,Rodney Atkins,76,2BgunkkepMPFpArQj1Dx5s,Caught Up In The Country,0.00719,0.564,160991,0.904,0.0,7,0.528,-3.808,1,0.0582,124.102,4,0.637
301,YBN Nahmir,77,1QRJb5VY3sIkCKcTuIKCrk,Rubbin Off The Paint,0.00582,0.596,157505,0.699,0.0,1,0.174,-8.709,1,0.348,108.031,5,0.435
302,Kris Kross Amsterdam,87,3DGar7krWlmrXRFHBcQF6z,Whenever (feat. Conor Maynard),0.151,0.734,163636,0.765,0.0,7,0.231,-5.562,1,0.0621,109.989,4,0.518
303,Mac Miller,77,6dFn6my1sHK2bcf23GlHwM,2009,0.77,0.533,347987,0.496,0.000164,6,0.0969,-9.363,0,0.517,155.158,4,0.173
304,Marc Anthony,84,2wRkBumdItthjYP9XknImg,Está Rico,0.266,0.817,215151,0.74,0.0,11,0.0992,-4.566,0,0.283,130.04,4,0.674
